Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Other duration (ms)
00:00:00.000+05:30,00:15:00.000+05:30,,13.513021079522645,,,,85.5,93.0,83.0,,,,4,,,,
00:15:00.000+05:30,00:30:00.000+05:30,,13.513021079522645,,,,87.25,88.0,86.0,,,,4,,,,
00:30:00.000+05:30,00:45:00.000+05:30,,13.513021079522645,,,,84.75,89.0,80.0,,,,4,,,,
00:45:00.000+05:30,01:00:00.000+05:30,,13.513021079522645,,,,88.0,90.0,84.0,,,,4,,,,
01:00:00.000+05:30,01:15:00.000+05:30,,13.513021079522645,,,,92.5,101.0,87.0,,,,4,,,,
01:15:00.000+05:30,01:30:00.000+05:30,,13.513021079522645,,,,84.25,95.0,71.0,,,,4,,,,
01:30:00.000+05:30,01:45:00.000+05:30,,13.513021079522645,,,,72.0,73.0,71.0,,,,4,,,,
01:45:00.000+05:30,02:00:00.000+05:30,,13.513021079522645,,,,88.0,100.0,75.0,,,,4,,,,
02:00:00.000+05:30,02:15:00.000+05:30,,13.513021079522645,,,,77.75,82.0,76.0,,,,4,,,,
02:15:00.000+05:30,02:30:00.000+05:30,,13.513021079522645,,,,73.5,80.0,71.0,,,,4,,,,
02:30:00.000+05:30,02:45:00.000+05:30,,13.513021079522645,,,,73.25,80.0,69.0,,,,4,,,,
02:45:00.000+05:30,03:00:00.000+05:30,,13.513021079522645,,,,84.25,86.0,83.0,,,,4,,,,
03:00:00.000+05:30,03:15:00.000+05:30,,13.513021079522645,,,,78.75,83.0,76.0,,,,4,,,,
03:15:00.000+05:30,03:30:00.000+05:30,,13.513021079522645,,,,76.25,77.0,76.0,,,,4,,,,
03:30:00.000+05:30,03:45:00.000+05:30,,13.513021079522645,,,,76.5,79.0,73.0,,,,4,,,,
03:45:00.000+05:30,04:00:00.000+05:30,,13.513021079522645,,,,77.75,83.0,74.0,,,,4,,,,
04:00:00.000+05:30,04:15:00.000+05:30,,13.513021079522645,,,,73.75,77.0,66.0,,,,4,,,,
04:15:00.000+05:30,04:30:00.000+05:30,,13.513021079522645,,,,80.0,90.0,74.0,,,,4,,,,
04:30:00.000+05:30,04:45:00.000+05:30,,13.513021079522645,,,,78.75,85.0,75.0,,,,4,,,,
04:45:00.000+05:30,05:00:00.000+05:30,,13.513021079522645,,,,77.75,81.0,74.0,,,,4,,,,
05:00:00.000+05:30,05:15:00.000+05:30,,13.513021079522645,,,,80.0,84.0,74.0,,,,4,,,,
05:15:00.000+05:30,05:30:00.000+05:30,,13.513021079522645,,,,86.75,96.0,76.0,,,,4,,,,
05:30:00.000+05:30,05:45:00.000+05:30,,13.513021079522645,,,,81.25,86.0,76.0,,,,4,,,,
05:45:00.000+05:30,06:00:00.000+05:30,,13.513021079522645,,,,77.75,80.0,77.0,,,,4,,,,
06:00:00.000+05:30,06:15:00.000+05:30,,13.513021079522645,,,,78.75,90.0,75.0,,,,4,,,,
06:15:00.000+05:30,06:30:00.000+05:30,,13.513021079522645,,,,72.75,76.0,68.0,,,,4,,,,
06:30:00.000+05:30,06:45:00.000+05:30,,13.513021079522645,,,,79.25,90.0,73.0,,,,4,,,,
06:45:00.000+05:30,07:00:00.000+05:30,,13.513021079522645,,,,77.75,88.0,71.0,,,,4,,,,
07:00:00.000+05:30,07:15:00.000+05:30,,13.513021079522645,,,,79.5,86.0,77.0,,,,4,,,,
07:15:00.000+05:30,07:30:00.000+05:30,,13.513021079522645,,,,78.0,80.0,76.0,,,,4,,,,
07:30:00.000+05:30,07:45:00.000+05:30,,13.513021079522645,,,,68.75,74.0,66.0,,,,4,,,,
07:45:00.000+05:30,08:00:00.000+05:30,,13.513021079522645,,,,69.5,71.0,67.0,,,,4,,,,
08:00:00.000+05:30,08:15:00.000+05:30,,13.513021079522645,,,,70.25,71.0,68.0,,,,4,,,,
08:15:00.000+05:30,08:30:00.000+05:30,,13.513021079522645,,,,68.25,70.0,67.0,,,,4,,,,
08:30:00.000+05:30,08:45:00.000+05:30,,13.513021079522645,,,,68.25,72.0,61.0,,,,4,,,,
08:45:00.000+05:30,09:00:00.000+05:30,,13.513021079522645,,,,77.25,80.0,73.0,,,,4,,,,
09:00:00.000+05:30,09:15:00.000+05:30,,13.513021079522645,,,,72.0,73.0,71.0,,,,4,,,,
09:15:00.000+05:30,09:30:00.000+05:30,4,13.513020999122384,86.53150556860732,,,72.5,73.0,71.0,,,,162,,,,
09:30:00.000+05:30,09:45:00.000+05:30,15,13.513020828395652,270.2776929838294,,,84.5,88.0,81.0,,,,498,,,,
