Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Other duration (ms)
00:00:00.000+05:30,00:15:00.000+05:30,,13.513020737733152,,,,73.5,86.0,69.0,,,,12,,,,
00:15:00.000+05:30,00:30:00.000+05:30,,13.513020737733152,,,,81.5,91.0,68.0,,,,12,,,,
00:30:00.000+05:30,00:45:00.000+05:30,,13.513020737733152,,,,73.0,80.0,70.0,,,,12,,,,
00:45:00.000+05:30,01:00:00.000+05:30,,13.513020737733152,,,,74.5,79.0,73.0,,,,12,,,,
01:00:00.000+05:30,01:15:00.000+05:30,,13.513020737733152,,,,83.0,88.0,76.0,,,,12,,,,
01:15:00.000+05:30,01:30:00.000+05:30,,13.513020737733152,,,,82.5,89.0,73.0,,,,12,,,,
01:30:00.000+05:30,01:45:00.000+05:30,,13.513020737733152,,,,71.5,74.0,70.0,,,,12,,,,
01:45:00.000+05:30,02:00:00.000+05:30,,13.513020737733152,,,,84.0,89.0,82.0,,,,12,,,,
02:00:00.000+05:30,02:15:00.000+05:30,,13.513020737733152,,,,82.75,84.0,79.0,,,,12,,,,
02:15:00.000+05:30,02:30:00.000+05:30,,13.513020737733152,,,,91.25,98.0,88.0,,,,12,,,,
02:30:00.000+05:30,02:45:00.000+05:30,,13.513020737733152,,,,86.25,90.0,81.0,,,,12,,,,
02:45:00.000+05:30,03:00:00.000+05:30,,13.513020737733152,,,,88.0,96.0,83.0,,,,12,,,,
03:00:00.000+05:30,03:15:00.000+05:30,,13.513020737733152,,,,82.25,92.0,79.0,,,,12,,,,
03:15:00.000+05:30,03:30:00.000+05:30,,13.513020737733152,,,,78.0,79.0,76.0,,,,12,,,,
03:30:00.000+05:30,03:45:00.000+05:30,,13.513020737733152,,,,75.5,77.0,73.0,,,,12,,,,
03:45:00.000+05:30,04:00:00.000+05:30,,13.513020737733152,,,,76.5,79.0,70.0,,,,12,,,,
04:00:00.000+05:30,04:15:00.000+05:30,,13.513020737733152,,,,74.5,76.0,72.0,,,,12,,,,
04:15:00.000+05:30,04:30:00.000+05:30,,13.513020737733152,,,,81.5,88.0,78.0,,,,12,,,,
04:30:00.000+05:30,04:45:00.000+05:30,,13.513020737733152,,,,77.75,82.0,71.0,,,,12,,,,
04:45:00.000+05:30,05:00:00.000+05:30,,13.513020737733152,,,,82.25,86.0,77.0,,,,12,,,,
05:00:00.000+05:30,05:15:00.000+05:30,,13.513020737733152,,,,77.0,79.0,75.0,,,,12,,,,
05:15:00.000+05:30,05:30:00.000+05:30,,13.513020737733152,,,,75.5,78.0,74.0,,,,12,,,,
05:30:00.000+05:30,05:45:00.000+05:30,,13.513020737733152,,,,72.5,76.0,70.0,,,,12,,,,
05:45:00.000+05:30,06:00:00.000+05:30,,13.513020737733152,,,,71.0,73.0,67.0,,,,12,,,,
06:00:00.000+05:30,06:15:00.000+05:30,,13.513020737733152,,,,66.25,74.0,63.0,,,,12,,,,
06:15:00.000+05:30,06:30:00.000+05:30,,13.513020737733152,,,,75.25,77.0,74.0,,,,12,,,,
06:30:00.000+05:30,06:45:00.000+05:30,,13.513020737733152,,,,74.5,77.0,73.0,,,,12,,,,
06:45:00.000+05:30,07:00:00.000+05:30,,13.513020737733152,,,,75.0,76.0,74.0,,,,12,,,,
07:00:00.000+05:30,07:15:00.000+05:30,,13.513020737733152,,,,68.5,76.0,63.0,,,,12,,,,
07:15:00.000+05:30,07:30:00.000+05:30,,13.513020737733152,,,,77.0,78.0,76.0,,,,12,,,,
07:30:00.000+05:30,07:45:00.000+05:30,,13.513020737733152,,,,78.5,88.0,66.0,,,,12,,,,
07:45:00.000+05:30,08:00:00.000+05:30,,13.513020737733152,,,,71.5,74.0,70.0,,,,12,,,,
08:00:00.000+05:30,08:15:00.000+05:30,,13.513020737733152,,,,72.75,74.0,72.0,,,,12,,,,
08:15:00.000+05:30,08:30:00.000+05:30,,13.513020737733152,,,,74.75,76.0,73.0,,,,12,,,,
08:30:00.000+05:30,08:45:00.000+05:30,,13.513020737733152,,,,80.25,89.0,76.0,,,,12,,,,
08:45:00.000+05:30,09:00:00.000+05:30,,13.513020737733152,,,,79.75,84.0,74.0,,,,12,,,,
09:00:00.000+05:30,09:15:00.000+05:30,,13.513020737733152,,,,77.0,77.0,77.0,,,,12,,,,
09:15:00.000+05:30,09:30:00.000+05:30,,13.513020737733152,,,,80.75,86.0,77.0,,,,12,,,,
09:30:00.000+05:30,09:45:00.000+05:30,,13.513020737733152,,,,74.0,77.0,71.0,,,,12,,,,
09:45:00.000+05:30,10:00:00.000+05:30,,13.513020737733152,,,,70.0,70.0,70.0,,,,12,,,,
10:00:00.000+05:30,10:15:00.000+05:30,,13.513020737733152,,,,,,,,,,12,,,,
10:15:00.000+05:30,10:30:00.000+05:30,,13.513020203852689,,,,81.5,101.0,69.0,,,,83,,,,
